"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 11 01:09:45 GMT 2023","Mon Dec 11 01:09:56 GMT 2023","11297","","Dummy Frontend testen","","3. Als tester wil ik een xml bestand kunnen downloaden en hier een waarde uithalen om in te vullen in de FE","","3. Als tester wil ik een xml bestand kunnen downloaden en hier een waarde uithalen om in te vullen in de FE",""
"passed","Mon Dec 11 01:09:45 GMT 2023","Mon Dec 11 01:09:45 GMT 2023","14","","Dummy Backend testen","","1. Als dummy testproject wil ik een simpele rekensom oplossen","","1. Als dummy testproject wil ik een simpele rekensom oplossen",""
"passed","Mon Dec 11 01:09:45 GMT 2023","Mon Dec 11 01:09:55 GMT 2023","10381","","Dummy Frontend testen","","4. Als tester wil ik het aantal opties uit een auto-complete veld tellen en versturen via de FE","","4. Als tester wil ik het aantal opties uit een auto-complete veld tellen en versturen via de FE",""
"passed","Mon Dec 11 01:09:45 GMT 2023","Mon Dec 11 01:09:55 GMT 2023","10188","","Dummy Frontend testen","","1. Als dummy testproject wil ik een simpele succesmelding kunnen valideren","","1. Als dummy testproject wil ik een simpele succesmelding kunnen valideren",""
"passed","Mon Dec 11 01:09:45 GMT 2023","Mon Dec 11 01:09:55 GMT 2023","9907","","Dummy Frontend testen","","2. Als dummy testproject wil ik de afwezigheid van een succesmelding kunnen valideren","","2. Als dummy testproject wil ik de afwezigheid van een succesmelding kunnen valideren",""
"passed","Mon Dec 11 01:09:45 GMT 2023","Mon Dec 11 01:09:45 GMT 2023","527","","Dummy Backend testen","","2. Als dummy testproject wil ik een simpele stub maken en deze via REST valideren","","2. Als dummy testproject wil ik een simpele stub maken en deze via REST valideren",""
